,final_four,season,seed,team_id,conference_code_a_sun,conference_code_a_ten,conference_code_aac,conference_code_acc,conference_code_aec,conference_code_big_east,conference_code_big_sky,conference_code_big_south,conference_code_big_ten,conference_code_big_twelve,conference_code_big_west,conference_code_caa,conference_code_cusa,conference_code_horizon,conference_code_ivy,conference_code_maac,conference_code_mac,conference_code_meac,conference_code_mid_cont,conference_code_mvc,conference_code_mwc,conference_code_nec,conference_code_ovc,conference_code_pac_ten,conference_code_pac_twelve,conference_code_patriot,conference_code_sec,conference_code_southern,conference_code_southland,conference_code_summit,conference_code_sun_belt,conference_code_swac,conference_code_wac,conference_code_wcc,points_for,points_against,fg_for,fg_against,3pm_for,3pm_against,fga_for,fga_against,3pa_for,3pa_against,ft_for,ft_against,fta_for,fta_against,off_rebounds_for,off_rebounds_against,def_rebounds_for,def_rebounds_against,assists_for,assists_against,steals_for,steals_against,blocks_for,blocks_against,turnovers_for,turnovers_against,fouls_for,fouls_against,games_total,efg%,win_%,margin_of_victory,ast_to_ratio,fg%_for,fg%_against,3p%_for,3p%_against,ft%_for,ft%_against
10,0,2003,11,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09627597419092619,0.08149164253416653,0.03292181069958847,0.02840014225473759,9.0,6.333333333333333,0.07067012142457958,0.0706193161611543,21.85185185185185,14.851851851851851,13.185185185185185,11.666666666666666,18.77777777777778,17.185185185185187,9.333333333333334,9.37037037037037,24.185185185185187,21.444444444444443,14.851851851851851,11.962962962962964,7.185185185185185,6.666666666666667,2.1481481481481484,2.259259259259259,13.0,14.407407407407407,17.77777777777778,18.88888888888889,27.0,0.5531991373112869,0.8148148148148148,0.014784331656759658,1.1424501424501423,0.4658519051042415,0.4021582733812949,0.411864406779661,0.42643391521197005,0.026006282416538826,0.6788793103448275
11,0,2003,12,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08155315921111977,0.07245069498544425,0.028619459592439216,0.027389396859239825,8.482758620689655,4.896551724137931,0.06023207183566362,0.06138013038664972,21.862068965517242,11.310344827586206,11.96551724137931,9.96551724137931,16.551724137931036,15.0,7.827586206896552,10.448275862068966,20.379310344827587,20.20689655172414,12.96551724137931,9.620689655172415,6.344827586206897,4.758620689655173,1.8620689655172413,2.8620689655172415,10.413793103448276,12.0,16.06896551724138,16.82758620689655,29.0,0.5588835942818243,0.8275862068965517,0.009102464225675524,1.2450331125827814,0.47515316541865216,0.4462257849031397,0.38801261829652994,0.4329268292682927,0.02492816091954023,0.6643678160919539
12,0,2003,13,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09561550576639741,0.0928720215414317,0.032312147538484985,0.0333282528069908,6.0,6.296296296296297,0.07143220037595895,0.07788446883097089,17.185185185185187,13.37037037037037,16.59259259259259,12.814814814814815,24.0,18.666666666666668,10.62962962962963,11.666666666666666,24.22222222222222,22.51851851851852,13.407407407407407,13.333333333333334,7.037037037037037,6.814814814814815,4.666666666666667,3.259259259259259,15.222222222222221,14.0,18.666666666666668,20.25925925925926,27.0,0.5099573257467994,0.7407407407407407,0.002743484224965703,0.8807785888077859,0.4523470839260313,0.4279191128506197,0.34913793103448276,0.47091412742382277,0.025605852766346592,0.6865079365079365
13,0,2003,14,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09057361925458197,0.08056910902456026,0.03083357251219812,0.027430398950346466,5.517241379310345,4.344827586206897,0.06843249005699291,0.06589036040838082,15.827586206896552,11.241379310344827,18.79310344827586,17.275862068965516,23.896551724137932,23.862068965517242,11.310344827586206,12.620689655172415,23.310344827586206,23.03448275862069,13.862068965517242,11.689655172413794,9.172413793103448,7.0344827586206895,3.896551724137931,4.344827586206897,14.206896551724139,17.724137931034484,21.93103448275862,20.689655172413794,29.0,0.49850209706411025,0.7931034482758621,0.010004510230021718,0.9757281553398058,0.4505692031156381,0.4163036714374611,0.3485838779956427,0.3865030674846626,0.02711847539433746,0.7239884393063584
14,0,2003,15,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.10933292689122594,0.10628461108570848,0.038510389676370466,0.0377991159884164,5.222222222222222,7.111111111111111,0.08423512675913224,0.08570847939846568,15.185185185185185,12.962962962962964,18.333333333333332,15.25925925925926,24.814814814814813,20.962962962962962,14.0,13.851851851851851,24.037037037037038,22.51851851851852,14.037037037037036,16.88888888888889,10.703703703703704,8.296296296296296,5.2592592592592595,4.481481481481482,18.74074074074074,18.88888888888889,19.51851851851852,20.555555555555557,27.0,0.4996984318455971,0.6296296296296297,0.003048315805517454,0.7490118577075099,0.4571773220747889,0.44101956135151155,0.3439024390243902,0.5485714285714285,0.027363184079601987,0.7279151943462898
15,0,2003,16,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08088888888888889,0.07918518518518519,0.027555555555555555,0.02666666666666667,5.166666666666667,7.166666666666667,0.0604074074074074,0.06437037037037037,15.466666666666667,15.1,18.033333333333335,16.1,25.8,24.5,12.966666666666667,14.233333333333333,24.266666666666666,21.2,10.266666666666667,12.066666666666666,8.0,9.7,2.9,3.1666666666666665,19.466666666666665,17.4,20.733333333333334,21.733333333333334,30.0,0.5036787247087676,0.6666666666666666,0.0017037037037036934,0.5273972602739727,0.4561618638871858,0.41426927502876876,0.33405172413793105,0.4746136865342164,0.023298880275624465,0.6571428571428573
16,1,2003,1,1400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10058309037900874,0.08760021865889213,0.03571428571428571,0.031067784256559768,5.857142857142857,6.107142857142857,0.07962827988338193,0.07552842565597669,16.785714285714285,13.821428571428571,17.0,13.857142857142858,23.785714285714285,21.035714285714285,16.178571428571427,12.928571428571429,26.142857142857142,22.0,14.5,11.214285714285714,6.392857142857143,6.964285714285714,3.857142857142857,3.142857142857143,13.428571428571429,14.178571428571429,20.357142857142858,20.464285714285715,28.0,0.4954233409610984,0.7857142857142857,0.012982871720116612,1.0797872340425532,0.4485125858123569,0.4113389626055488,0.34893617021276596,0.4418604651162791,0.025525525525525526,0.6587436332767403
17,0,2003,2,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07898358564667181,0.06730220536403611,0.02802859924138162,0.025208955724883356,8.67741935483871,5.806451612903226,0.05880970762982109,0.059581752878386095,22.129032258064516,13.96774193548387,13.35483870967742,10.419354838709678,18.93548387096774,16.0,10.806451612903226,11.96774193548387,24.258064516129032,21.741935483870968,16.419354838709676,14.516129032258064,7.774193548387097,6.483870967741935,4.096774193548387,3.4193548387096775,13.387096774193548,15.064516129032258,16.903225806451612,17.419354838709676,31.0,0.5533675799086758,0.7741935483870968,0.011681380282635698,1.2265060240963854,0.47659817351598166,0.4230985915492958,0.39212827988338195,0.41570438799076215,0.022751002912568007,0.6512096774193549
18,0,2003,3,1462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08692592592592592,0.07329629629629629,0.029777777777777778,0.028,6.433333333333334,6.233333333333333,0.06577777777777778,0.06848148148148149,17.766666666666666,16.466666666666665,18.2,9.333333333333334,24.366666666666667,14.066666666666666,13.933333333333334,12.266666666666667,25.5,21.333333333333332,16.4,12.266666666666667,5.466666666666667,6.566666666666666,3.033333333333333,2.8,13.033333333333333,14.0,15.766666666666667,20.166666666666668,30.0,0.5070382882882883,0.8333333333333334,0.01362962962962963,1.258312020460358,0.4527027027027027,0.4088696592752839,0.3621013133208255,0.3785425101214575,0.024897400820793433,0.6635071090047394
19,0,2003,4,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07519049377328724,0.06968547547917156,0.026685911852572925,0.024537612030479005,6.935483870967742,5.741935483870968,0.06038736531167131,0.060185962203350006,19.387096774193548,14.03225806451613,14.03225806451613,14.064516129032258,20.774193548387096,19.967741935483872,13.741935483870968,11.387096774193548,25.129032258064516,21.580645161290324,14.64516129032258,11.548387096774194,5.516129032258065,6.709677419354839,3.3548387096774195,2.2903225806451615,14.32258064516129,13.064516129032258,18.516129032258064,20.032258064516128,31.0,0.5016675931072818,0.7419354838709677,0.005505018294115677,1.0225225225225225,0.44191217342968314,0.407696597880647,0.3577371048252912,0.40919540229885054,0.021789220597074735,0.7043618739903069
20,0,2003,5,1163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08892592592592592,0.07933333333333334,0.03281481481481482,0.02762962962962963,6.066666666666666,6.433333333333334,0.06911111111111111,0.07262962962962963,15.7,14.366666666666667,14.9,15.233333333333333,22.1,21.0,14.766666666666667,15.333333333333334,27.9,21.5,15.633333333333333,13.6,5.933333333333334,7.8,7.733333333333333,4.133333333333334,15.8,13.366666666666667,18.4,19.266666666666666,30.0,0.5235798499464094,0.7,0.009592592592592583,0.9894514767932489,0.47481243301179,0.38041815400305967,0.386411889596603,0.44779582366589327,0.022473604826546003,0.7253968253968254
21,0,2003,6,1268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1030430029154519,0.08527696793002916,0.037536443148688044,0.029245626822157433,6.75,6.5,0.08081268221574343,0.07725947521865888,16.964285714285715,13.892857142857142,15.178571428571429,14.5,21.571428571428573,20.892857142857142,13.75,14.321428571428571,26.75,23.607142857142858,18.892857142857142,12.892857142857142,10.892857142857142,7.142857142857143,6.607142857142857,4.678571428571429,14.107142857142858,18.321428571428573,19.0,19.142857142857142,28.0,0.5177564825253664,0.6785714285714286,0.017766034985422743,1.3392405063291137,0.4644870349492672,0.37853773584905664,0.39789473684210525,0.46786632390745503,0.02513008514664144,0.694017094017094
22,0,2003,7,1277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06995401295693329,0.0634419791212111,0.023966969890235303,0.020979490450135946,4.903225806451613,5.774193548387097,0.053170420596824544,0.05236480816353932,13.387096774193548,10.870967741935484,16.258064516129032,14.870967741935484,22.129032258064516,20.741935483870968,10.67741935483871,9.32258064516129,24.258064516129032,20.225806451612904,13.612903225806452,11.161290322580646,6.387096774193548,6.419354838709677,3.7096774193548385,3.2903225806451615,14.548387096774194,14.290322580645162,20.032258064516128,20.258064516129032,31.0,0.49873737373737376,0.6129032258064516,0.006512033835722186,0.9356984478935698,0.4507575757575757,0.40064102564102566,0.36626506024096384,0.5311572700296736,0.023699802501645818,0.7169517884914464
23,0,2003,8,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07619750931489376,0.06545601020442415,0.027894330502500755,0.02379913396663422,6.741935483870968,6.290322580645161,0.057299184317411295,0.05840690141317848,17.580645161290324,12.483870967741936,12.870967741935484,10.870967741935484,19.870967741935484,16.29032258064516,10.612903225806452,11.32258064516129,24.516129032258064,21.419354838709676,16.387096774193548,11.35483870967742,8.0,7.387096774193548,4.161290322580645,2.4838709677419355,13.870967741935484,15.548387096774194,16.35483870967742,18.451612903225808,31.0,0.5480374926772115,0.6774193548387096,0.010741499110469607,1.1813953488372093,0.48681898066783835,0.4074712643678161,0.3834862385321101,0.5038759689922481,0.020894428152492667,0.6673267326732674
24,0,2003,9,1345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09151785714285714,0.08322704081632652,0.030293367346938774,0.02883564139941691,5.107142857142857,5.357142857142857,0.06937864431486881,0.06951530612244898,15.5,11.214285714285714,19.142857142857142,14.678571428571429,25.5,20.285714285714285,10.392857142857142,10.642857142857142,23.464285714285715,23.464285714285715,12.25,12.964285714285714,7.178571428571429,5.428571428571429,2.9285714285714284,3.8214285714285716,13.821428571428571,16.392857142857142,19.821428571428573,21.785714285714285,28.0,0.4835850295469468,0.6428571428571429,0.008290816326530615,0.8863049095607235,0.4366382140512146,0.4148099606815203,0.3294930875576037,0.47770700636942676,0.026810724289715884,0.7235915492957747
25,0,2003,10,1160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785807794300292,0.07290792521231244,0.028297136719143367,0.026417374374811183,4.967741935483871,6.741935483870968,0.0638112181531335,0.0659259507905072,15.258064516129032,13.129032258064516,16.161290322580644,12.548387096774194,23.93548387096774,18.483870967741936,14.483870967741936,13.516129032258064,27.967741935483872,23.193548387096776,13.387096774193548,13.32258064516129,6.129032258064516,6.064516129032258,6.645161290322581,3.3548387096774195,14.0,12.548387096774194,17.70967741935484,19.903225806451612,31.0,0.48395581273014204,0.6451612903225806,0.005672854217716752,0.956221198156682,0.4434508153603367,0.40071283095723015,0.32558139534883723,0.5135135135135135,0.021780714720459088,0.6788830715532286
26,0,2003,11,1423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07929629629629628,0.06622222222222222,0.028925925925925928,0.02325925925925926,6.766666666666667,5.666666666666667,0.06266666666666666,0.05803703703703703,18.4,15.266666666666667,12.533333333333333,12.066666666666666,18.2,18.233333333333334,9.966666666666667,11.5,23.133333333333333,23.533333333333335,14.666666666666666,11.033333333333333,9.2,5.566666666666666,1.9,2.6666666666666665,11.466666666666667,16.933333333333334,18.433333333333334,17.4,30.0,0.5215721040189125,0.8,0.013074074074074057,1.2790697674418603,0.4615839243498819,0.40076579451180605,0.3677536231884058,0.37117903930131,0.022954822954822953,0.6617915904936014
27,0,2003,12,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07539189688160855,0.06626162263770938,0.02500755261656205,0.021818670068141387,6.193548387096774,5.0,0.053338256520425634,0.053338256520425634,16.129032258064516,11.96774193548387,18.193548387096776,16.741935483870968,24.161290322580644,23.483870967741936,10.870967741935484,10.419354838709678,24.419354838709676,20.193548387096776,13.419354838709678,10.774193548387096,6.935483870967742,5.483870967741935,2.5161290322580645,2.225806451612903,13.741935483870968,14.483870967741936,21.419354838709676,21.387096774193548,31.0,0.5292636878539962,0.7419354838709677,0.009130274243899172,0.9765258215962441,0.46884833228445566,0.4090623033354311,0.384,0.41778975741239893,0.024290451785175936,0.7129120879120879
28,0,2003,13,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09525327988338193,0.09129008746355685,0.03216107871720117,0.033254373177842564,6.928571428571429,6.714285714285714,0.0682853498542274,0.0768039358600583,18.035714285714285,11.285714285714286,17.321428571428573,12.714285714285714,26.321428571428573,18.642857142857142,11.535714285714286,11.285714285714286,26.357142857142858,21.892857142857142,16.392857142857142,13.535714285714286,5.392857142857143,7.928571428571429,3.4285714285714284,3.4285714285714284,18.178571428571427,15.178571428571429,20.142857142857142,23.464285714285715,28.0,0.5356904603068713,0.6071428571428571,0.003963192419825082,0.9017681728880158,0.47098065376917947,0.43297746144721233,0.38415841584158417,0.5949367088607594,0.023502616786198877,0.6819923371647509
29,0,2003,14,1407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08818518518518517,0.07840740740740741,0.03137037037037037,0.027814814814814817,9.466666666666667,8.1,0.07259259259259258,0.06696296296296296,28.333333333333332,20.5,13.433333333333334,12.4,19.533333333333335,18.1,15.066666666666666,13.433333333333334,24.7,24.866666666666667,15.066666666666666,15.0,9.533333333333333,6.233333333333333,5.2,3.8333333333333335,13.733333333333333,17.733333333333334,16.6,18.2,30.0,0.5045918367346939,0.8333333333333334,0.00977777777777776,1.0970873786407767,0.43214285714285716,0.4153761061946903,0.3341176470588235,0.39512195121951216,0.02292377701934016,0.6850828729281767
30,0,2003,15,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.09846060051821368,0.08951887415536249,0.0333282528069908,0.03083879489915155,6.481481481481482,5.444444444444445,0.07321038459584413,0.0795102372605802,18.074074074074073,13.25925925925926,16.703703703703702,14.851851851851851,23.51851851851852,21.666666666666668,10.777777777777779,13.333333333333334,25.962962962962962,22.037037037037038,15.592592592592593,14.88888888888889,7.814814814814815,7.037037037037037,5.592592592592593,2.5555555555555554,15.703703703703704,14.88888888888889,19.59259259259259,19.296296296296298,27.0,0.5159611380985427,0.7777777777777778,0.00894172636285119,0.9929245283018868,0.45523941707147814,0.3878594249201278,0.35860655737704916,0.4106145251396648,0.026305045202682995,0.6854700854700854
31,0,2003,16,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08088888888888889,0.0787037037037037,0.02748148148148148,0.02851851851851852,5.933333333333334,7.533333333333333,0.061407407407407404,0.06711111111111111,18.5,14.633333333333333,17.4,11.966666666666667,28.066666666666666,18.733333333333334,13.166666666666666,11.933333333333334,24.8,22.866666666666667,14.2,13.766666666666667,6.433333333333334,8.0,2.2333333333333334,2.6,15.233333333333333,14.333333333333334,18.3,21.633333333333333,30.0,0.5012062726176115,0.6,0.002185185185185179,0.9321663019693655,0.4475271411338963,0.42494481236203097,0.3207207207207207,0.5148063781321185,0.02066508313539192,0.6387900355871886
32,0,2003,16,1421,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846693181352249,0.09327975726762065,0.028988478412399033,0.03304768543195703,6.482758620689655,7.620689655172414,0.06753044405264669,0.0724916970765509,18.0,10.310344827586206,15.96551724137931,15.241379310344827,20.93103448275862,22.551724137931036,12.275862068965518,13.724137931034482,23.17241379310345,22.82758620689655,13.03448275862069,15.862068965517242,7.068965517241379,8.827586206896552,3.0,4.241379310344827,16.20689655172414,12.827586206896552,19.103448275862068,18.689655172413794,29.0,0.48633879781420764,0.4482758620689655,-0.008610439132395759,0.8042553191489362,0.42926533090467517,0.45588235294117657,0.36015325670498083,0.7391304347826088,0.02630233482929046,0.6758409785932721
